State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Amenities_Count,Floor_Ratio,Good_Investment
Delhi,Dwarka,Locality_459,Apartment,4,3624,436.38,0.12,2022,Unfurnished,2,6,4,8,2,3,1,0,"Garden, Gym, Pool, Playground",North,Owner,Under_Construction,4,0.3333333333333333,0
Gujarat,Ahmedabad,Locality_370,Villa,5,1901,49.98,0.03,2016,Semi-furnished,16,20,10,6,10,3,0,1,"Gym, Playground, Garden, Pool, Clubhouse",South,Builder,Ready_to_Move,5,0.8,1
Andhra Pradesh,Vijayawada,Locality_194,Apartment,5,3429,304.88,0.09,2002,Furnished,7,30,24,9,3,3,1,0,"Clubhouse, Pool",West,Owner,Under_Construction,2,0.23333333333333334,0
Bihar,Gaya,Locality_486,Villa,4,4638,130.7,0.03,2013,Unfurnished,6,29,13,5,10,2,1,1,"Garden, Pool, Clubhouse, Playground, Gym",East,Broker,Ready_to_Move,5,0.20689655172413793,1
Chhattisgarh,Bilaspur,Locality_302,Villa,1,4343,220.4,0.05,1993,Furnished,5,22,33,3,3,2,1,0,"Clubhouse, Gym, Pool",North,Owner,Ready_to_Move,3,0.22727272727272727,1
Andhra Pradesh,Vishakhapatnam,Locality_432,Villa,5,4664,293.45,0.06,2015,Unfurnished,13,26,11,10,7,2,1,1,"Pool, Clubhouse, Garden, Gym",East,Broker,Under_Construction,4,0.5,1
Kerala,Trivandrum,Locality_118,Villa,1,2801,141.53,0.05,2009,Furnished,10,10,17,7,1,2,0,0,"Pool, Clubhouse, Garden, Playground",North,Broker,Under_Construction,4,1.0,1
Madhya Pradesh,Bhopal,Locality_84,Apartment,1,4594,261.75,0.06,2002,Furnished,8,20,24,1,4,3,1,1,"Pool, Garden, Gym, Playground, Clubhouse",West,Owner,Under_Construction,5,0.4,1
Haryana,Gurgaon,Locality_455,Villa,1,4029,411.14,0.1,2005,Unfurnished,19,22,21,5,8,1,0,1,"Garden, Playground, Gym, Pool",East,Owner,Under_Construction,4,0.8636363636363636,0
Uttarakhand,Haridwar,Locality_179,Independent House,4,2806,448.72,0.16,2006,Semi-furnished,0,24,20,5,2,3,0,1,"Gym, Playground, Pool, Garden, Clubhouse",East,Owner,Ready_to_Move,5,0.0,0
Rajasthan,Jaipur,Locality_167,Villa,5,3008,407.14,0.14,2005,Unfurnished,12,29,21,1,1,1,0,0,"Clubhouse, Pool, Playground",South,Builder,Under_Construction,3,0.41379310344827586,0
Rajasthan,Jaipur,Locality_32,Villa,4,1362,81.18,0.06,2012,Furnished,4,25,14,7,8,3,1,1,"Pool, Garden, Clubhouse, Gym",West,Owner,Ready_to_Move,4,0.16,1
Uttarakhand,Dehradun,Locality_422,Independent House,4,1628,172.67,0.11,2022,Unfurnished,5,18,4,8,4,2,0,0,Gym,South,Broker,Under_Construction,1,0.2777777777777778,0
West Bengal,Durgapur,Locality_456,Villa,1,3594,352.91,0.1,2016,Semi-furnished,4,7,10,9,2,3,1,0,"Gym, Clubhouse, Pool",North,Owner,Under_Construction,3,0.5714285714285714,0
Punjab,Ludhiana,Locality_297,Villa,1,1834,173.44,0.09,1994,Furnished,16,23,32,10,9,3,1,0,"Gym, Garden, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move,5,0.6956521739130435,0
Assam,Guwahati,Locality_445,Apartment,3,4975,266.92,0.05,2006,Semi-furnished,2,23,20,2,10,2,0,0,"Playground, Garden",West,Broker,Ready_to_Move,2,0.08695652173913043,0
Delhi,New Delhi,Locality_267,Independent House,4,2049,361.69,0.18,1993,Unfurnished,4,27,33,5,10,1,0,0,Gym,West,Owner,Under_Construction,1,0.14814814814814814,0
Assam,Silchar,Locality_53,Villa,4,3194,336.5,0.11,1996,Unfurnished,19,29,30,10,3,3,0,1,Pool,West,Broker,Ready_to_Move,1,0.6551724137931034,0
Rajasthan,Jodhpur,Locality_117,Independent House,2,3543,24.37,0.01,1999,Semi-furnished,12,19,27,5,4,2,1,1,"Clubhouse, Playground, Pool, Garden",South,Owner,Under_Construction,4,0.631578947368421,1
Gujarat,Ahmedabad,Locality_312,Villa,5,2404,420.01,0.17,2000,Furnished,7,20,26,9,5,3,0,0,"Garden, Playground, Gym",East,Owner,Under_Construction,3,0.35,0
Punjab,Amritsar,Locality_419,Apartment,4,2582,210.44,0.08,2019,Unfurnished,8,27,7,9,6,1,1,1,"Playground, Gym",North,Broker,Ready_to_Move,2,0.2962962962962963,0
Andhra Pradesh,Vishakhapatnam,Locality_456,Apartment,3,3571,256.07,0.07,2017,Semi-furnished,6,25,9,9,2,3,1,1,"Garden, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move,4,0.24,1
Kerala,Kochi,Locality_450,Independent House,1,2481,15.49,0.01,2014,Furnished,26,27,12,4,10,2,1,1,"Playground, Pool, Clubhouse, Garden, Gym",West,Owner,Under_Construction,5,0.9629629629629629,1
Gujarat,Surat,Locality_310,Apartment,1,3890,401.23,0.1,2013,Unfurnished,1,22,13,9,1,2,0,0,Garden,North,Owner,Ready_to_Move,1,0.045454545454545456,0
Gujarat,Surat,Locality_416,Independent House,3,2773,469.85,0.17,1999,Furnished,20,29,27,8,9,3,1,0,"Playground, Gym, Pool, Garden, Clubhouse",South,Owner,Ready_to_Move,5,0.6896551724137931,0
Uttarakhand,Dehradun,Locality_386,Villa,4,3765,313.02,0.08,1993,Unfurnished,1,12,33,6,9,3,0,1,"Clubhouse, Pool, Garden, Playground, Gym",South,Owner,Ready_to_Move,5,0.08333333333333333,1
Andhra Pradesh,Vishakhapatnam,Locality_448,Villa,5,4513,373.81,0.08,1997,Unfurnished,17,21,29,1,3,1,0,0,"Gym, Pool",West,Builder,Under_Construction,2,0.8095238095238095,0
Bihar,Gaya,Locality_287,Apartment,4,2310,281.05,0.12,1993,Semi-furnished,15,26,33,7,6,1,0,0,"Garden, Pool, Gym",East,Builder,Under_Construction,3,0.5769230769230769,0
Rajasthan,Jodhpur,Locality_155,Apartment,4,4116,487.31,0.12,1999,Unfurnished,18,18,27,8,7,2,0,0,"Playground, Garden",East,Broker,Ready_to_Move,2,1.0,0
Chhattisgarh,Raipur,Locality_66,Villa,1,3514,190.19,0.05,1993,Semi-furnished,10,23,33,6,10,1,0,0,"Gym, Clubhouse, Garden, Playground, Pool",South,Broker,Under_Construction,5,0.43478260869565216,0
Madhya Pradesh,Bhopal,Locality_373,Independent House,3,2593,18.53,0.01,1990,Furnished,27,29,36,3,9,1,1,0,"Gym, Clubhouse, Playground",East,Builder,Ready_to_Move,3,0.9310344827586207,0
Odisha,Cuttack,Locality_444,Villa,4,2336,40.53,0.02,2023,Furnished,21,26,3,2,10,1,1,0,"Pool, Garden, Clubhouse, Gym, Playground",South,Broker,Under_Construction,5,0.8076923076923077,0
Kerala,Kochi,Locality_3,Villa,3,980,139.61,0.14,2004,Semi-furnished,6,6,22,3,9,3,1,1,"Pool, Gym",East,Broker,Under_Construction,2,1.0,0
Haryana,Gurgaon,Locality_244,Villa,4,4332,104.76,0.02,1999,Semi-furnished,0,7,27,8,8,2,1,1,"Garden, Clubhouse",West,Broker,Ready_to_Move,2,0.0,0
Madhya Pradesh,Bhopal,Locality_93,Independent House,2,908,246.39,0.27,2002,Semi-furnished,5,11,24,9,3,1,0,0,"Clubhouse, Playground, Gym, Pool, Garden",East,Broker,Under_Construction,5,0.45454545454545453,0
Maharashtra,Nagpur,Locality_289,Independent House,3,2012,119.22,0.06,2006,Semi-furnished,9,11,20,9,5,1,0,0,"Pool, Clubhouse, Gym, Garden",East,Owner,Ready_to_Move,4,0.8181818181818182,0
Andhra Pradesh,Vishakhapatnam,Locality_369,Independent House,1,4539,168.76,0.04,1994,Semi-furnished,5,19,32,8,2,1,0,1,"Garden, Gym",North,Owner,Ready_to_Move,2,0.2631578947368421,0
Tamil Nadu,Chennai,Locality_169,Independent House,5,3878,334.59,0.09,2010,Semi-furnished,6,27,16,4,4,3,1,0,Pool,East,Builder,Ready_to_Move,1,0.2222222222222222,0
Jharkhand,Jamshedpur,Locality_361,Independent House,1,3462,323.16,0.09,1993,Semi-furnished,14,27,33,1,1,2,0,1,"Pool, Playground",North,Builder,Ready_to_Move,2,0.5185185185185185,0
Kerala,Kochi,Locality_468,Villa,2,3302,277.99,0.08,2006,Unfurnished,13,19,20,1,6,3,1,1,"Gym, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move,4,0.6842105263157895,1
Jharkhand,Ranchi,Locality_276,Independent House,3,3552,289.34,0.08,2019,Semi-furnished,19,24,7,9,1,1,1,0,"Playground, Pool, Clubhouse",North,Broker,Ready_to_Move,3,0.7916666666666666,0
Tamil Nadu,Chennai,Locality_343,Villa,2,3198,278.41,0.09,2007,Semi-furnished,10,28,19,4,8,3,0,0,"Playground, Clubhouse, Garden, Pool, Gym",East,Builder,Ready_to_Move,5,0.35714285714285715,0
Rajasthan,Jaipur,Locality_435,Villa,5,3370,181.2,0.05,2016,Semi-furnished,18,29,10,2,8,1,1,1,"Gym, Playground, Pool, Clubhouse, Garden",East,Builder,Ready_to_Move,5,0.6206896551724138,0
Kerala,Kochi,Locality_57,Villa,3,846,132.87,0.16,2009,Semi-furnished,2,28,17,10,2,2,0,1,"Pool, Playground, Clubhouse, Gym, Garden",East,Builder,Ready_to_Move,5,0.07142857142857142,0
Uttar Pradesh,Lucknow,Locality_233,Independent House,3,1385,154.14,0.11,1990,Semi-furnished,30,30,36,10,7,3,1,1,"Playground, Clubhouse",West,Owner,Ready_to_Move,2,1.0,0
Bihar,Patna,Locality_393,Villa,5,3498,336.15,0.1,2014,Semi-furnished,7,26,12,5,4,3,1,0,"Garden, Pool",South,Owner,Ready_to_Move,2,0.2692307692307692,0
West Bengal,Kolkata,Locality_435,Apartment,1,4271,50.03,0.01,2013,Furnished,20,21,13,9,1,1,0,0,"Pool, Garden, Gym, Clubhouse",North,Owner,Under_Construction,4,0.9523809523809523,0
Telangana,Warangal,Locality_463,Villa,4,3489,406.19,0.12,2012,Unfurnished,4,23,14,4,3,2,0,1,Gym,North,Broker,Ready_to_Move,1,0.17391304347826086,0
Gujarat,Surat,Locality_39,Independent House,2,1408,373.04,0.26,2011,Unfurnished,10,18,15,3,10,3,0,1,"Pool, Playground, Clubhouse, Gym, Garden",North,Builder,Under_Construction,5,0.5555555555555556,0
Assam,Guwahati,Locality_291,Independent House,4,4488,123.3,0.03,1995,Semi-furnished,24,29,31,9,4,1,1,0,"Clubhouse, Garden, Pool",North,Owner,Ready_to_Move,3,0.8275862068965517,0
Gujarat,Surat,Locality_306,Independent House,5,3236,194.41,0.06,2016,Semi-furnished,8,14,10,7,8,2,0,0,Clubhouse,North,Builder,Ready_to_Move,1,0.5714285714285714,0
Uttar Pradesh,Noida,Locality_495,Apartment,3,4113,203.78,0.05,2018,Furnished,15,23,8,5,10,1,0,0,"Pool, Gym, Playground",North,Owner,Under_Construction,3,0.6521739130434783,0
Gujarat,Ahmedabad,Locality_243,Apartment,5,4915,159.78,0.03,2005,Furnished,6,19,21,5,10,3,1,0,"Garden, Gym, Playground, Pool",North,Builder,Under_Construction,4,0.3157894736842105,1
Andhra Pradesh,Vijayawada,Locality_155,Apartment,4,2479,484.23,0.2,2005,Unfurnished,17,26,21,3,4,3,1,0,"Gym, Clubhouse, Pool, Garden",South,Builder,Under_Construction,4,0.6538461538461539,0
Telangana,Hyderabad,Locality_477,Villa,3,641,167.74,0.26,2014,Furnished,26,30,12,9,9,2,0,0,Garden,North,Owner,Ready_to_Move,1,0.8666666666666667,0
Jharkhand,Jamshedpur,Locality_365,Apartment,2,1577,361.28,0.23,2018,Unfurnished,12,13,8,9,9,1,0,1,"Pool, Playground",East,Builder,Under_Construction,2,0.9230769230769231,0
Bihar,Patna,Locality_490,Apartment,3,3643,334.54,0.09,2002,Furnished,24,27,24,6,8,3,1,1,"Pool, Playground, Gym, Garden, Clubhouse",North,Builder,Under_Construction,5,0.8888888888888888,0
Bihar,Patna,Locality_285,Independent House,2,1752,323.67,0.18,2010,Unfurnished,16,22,16,2,1,3,0,0,"Clubhouse, Playground, Garden, Pool, Gym",South,Owner,Ready_to_Move,5,0.7272727272727273,0
Kerala,Kochi,Locality_347,Villa,4,3435,347.17,0.1,2023,Semi-furnished,6,12,3,5,2,2,0,1,"Pool, Clubhouse, Gym",West,Broker,Under_Construction,3,0.5,0
Madhya Pradesh,Bhopal,Locality_374,Apartment,2,2824,253.64,0.09,2011,Semi-furnished,26,29,15,10,3,1,1,1,"Gym, Pool",East,Owner,Ready_to_Move,2,0.896551724137931,0
Assam,Silchar,Locality_107,Villa,4,2278,436.48,0.19,2001,Semi-furnished,17,21,25,1,9,3,0,0,"Pool, Clubhouse, Garden, Gym, Playground",North,Broker,Ready_to_Move,5,0.8095238095238095,0
Andhra Pradesh,Vijayawada,Locality_471,Apartment,5,4363,429.93,0.1,1998,Furnished,10,25,28,7,9,3,1,0,"Garden, Gym",South,Builder,Ready_to_Move,2,0.4,0
Telangana,Hyderabad,Locality_349,Apartment,4,3448,383.05,0.11,2020,Semi-furnished,0,11,6,10,5,2,0,1,Clubhouse,East,Owner,Ready_to_Move,1,0.0,0
Uttar Pradesh,Noida,Locality_288,Independent House,2,4598,231.96,0.05,2021,Furnished,9,17,5,1,2,3,1,1,"Gym, Clubhouse",West,Owner,Under_Construction,2,0.5294117647058824,0
Maharashtra,Mumbai,Locality_265,Apartment,4,1771,278.32,0.16,2008,Furnished,24,26,18,2,6,2,0,1,Gym,East,Builder,Ready_to_Move,1,0.9230769230769231,0
Chhattisgarh,Bilaspur,Locality_183,Independent House,2,3405,480.5,0.14,2019,Semi-furnished,6,20,7,10,4,3,0,0,"Playground, Clubhouse, Garden",South,Broker,Ready_to_Move,3,0.3,0
Kerala,Kochi,Locality_306,Independent House,3,905,229.26,0.25,1998,Semi-furnished,8,20,28,10,6,3,0,0,"Clubhouse, Gym",North,Owner,Under_Construction,2,0.4,0
Delhi,New Delhi,Locality_491,Villa,4,2009,311.18,0.15,1995,Unfurnished,13,25,31,6,8,1,1,1,Pool,North,Owner,Ready_to_Move,1,0.52,0
West Bengal,Kolkata,Locality_136,Villa,3,3113,152.17,0.05,2004,Semi-furnished,9,19,22,3,10,3,1,0,"Playground, Pool, Gym, Clubhouse",East,Builder,Under_Construction,4,0.47368421052631576,1
Rajasthan,Jaipur,Locality_48,Independent House,2,1697,449.3,0.26,1992,Unfurnished,27,27,34,2,10,3,1,1,"Garden, Clubhouse, Playground, Gym, Pool",East,Builder,Under_Construction,5,1.0,0
Punjab,Amritsar,Locality_181,Villa,4,4471,324.0,0.07,2009,Furnished,9,11,17,5,4,1,0,1,"Playground, Pool",South,Owner,Ready_to_Move,2,0.8181818181818182,0
Odisha,Bhubaneswar,Locality_369,Apartment,2,2415,331.0,0.14,2015,Semi-furnished,12,20,11,5,10,3,1,0,"Pool, Gym, Clubhouse, Garden",South,Broker,Ready_to_Move,4,0.6,0
West Bengal,Durgapur,Locality_361,Independent House,5,2464,354.38,0.14,1999,Semi-furnished,1,30,27,5,1,3,0,0,"Gym, Clubhouse",East,Builder,Ready_to_Move,2,0.03333333333333333,0
Maharashtra,Mumbai,Locality_167,Apartment,4,4612,208.69,0.05,2005,Furnished,2,4,21,8,4,3,0,0,"Pool, Gym, Clubhouse, Garden",West,Builder,Under_Construction,4,0.5,1
Rajasthan,Jaipur,Locality_376,Apartment,2,1929,332.09,0.17,2003,Unfurnished,8,26,23,4,2,1,1,1,"Playground, Pool, Clubhouse",West,Builder,Under_Construction,3,0.3076923076923077,0
Punjab,Amritsar,Locality_199,Villa,5,4135,195.5,0.05,2011,Unfurnished,4,17,15,1,10,2,1,0,"Clubhouse, Garden, Pool, Gym",East,Builder,Under_Construction,4,0.23529411764705882,1
Tamil Nadu,Chennai,Locality_443,Villa,5,4707,408.77,0.09,1995,Unfurnished,7,17,31,3,9,2,1,1,Playground,West,Broker,Ready_to_Move,1,0.4117647058823529,0
Haryana,Gurgaon,Locality_479,Apartment,5,2384,340.26,0.14,1997,Furnished,10,12,29,5,1,1,0,0,"Clubhouse, Garden, Gym, Playground, Pool",South,Broker,Ready_to_Move,5,0.8333333333333334,0
Odisha,Bhubaneswar,Locality_482,Apartment,2,2517,11.72,0.0,2003,Semi-furnished,1,23,23,7,4,3,0,1,"Gym, Clubhouse, Playground, Garden, Pool",North,Broker,Under_Construction,5,0.043478260869565216,1
Odisha,Cuttack,Locality_150,Villa,4,2284,105.27,0.05,2004,Semi-furnished,10,12,22,10,7,3,1,0,"Gym, Clubhouse",West,Builder,Ready_to_Move,2,0.8333333333333334,0
Rajasthan,Jaipur,Locality_406,Villa,2,2711,233.41,0.09,2017,Semi-furnished,18,28,9,2,10,1,0,0,Gym,East,Owner,Ready_to_Move,1,0.6428571428571429,0
Odisha,Bhubaneswar,Locality_327,Villa,3,1459,446.06,0.31,2010,Unfurnished,2,13,16,1,3,3,1,1,"Clubhouse, Playground, Garden, Pool",West,Builder,Under_Construction,4,0.15384615384615385,0
Maharashtra,Mumbai,Locality_261,Apartment,1,2245,279.16,0.12,1991,Semi-furnished,2,22,35,3,3,2,1,0,"Garden, Playground, Gym, Clubhouse, Pool",West,Builder,Under_Construction,5,0.09090909090909091,0
Chhattisgarh,Raipur,Locality_145,Apartment,4,4368,357.62,0.08,2020,Unfurnished,20,25,6,5,4,2,1,1,"Pool, Garden, Playground, Clubhouse, Gym",North,Owner,Under_Construction,5,0.8,1
Andhra Pradesh,Vishakhapatnam,Locality_38,Villa,3,3460,266.35,0.08,2020,Furnished,18,30,6,6,10,2,1,0,"Gym, Garden, Playground",South,Owner,Under_Construction,3,0.6,1
Uttar Pradesh,Noida,Locality_424,Independent House,3,4718,15.49,0.0,2006,Semi-furnished,18,26,20,9,5,3,1,1,"Garden, Pool, Gym, Playground, Clubhouse",West,Owner,Ready_to_Move,5,0.6923076923076923,1
Assam,Silchar,Locality_482,Independent House,1,2113,410.77,0.19,2019,Unfurnished,19,19,7,6,6,2,1,1,"Playground, Garden, Pool, Gym",East,Owner,Under_Construction,4,1.0,0
West Bengal,Durgapur,Locality_52,Independent House,4,4661,202.29,0.04,1999,Semi-furnished,16,23,27,9,10,2,0,0,"Clubhouse, Pool, Garden, Gym",North,Broker,Ready_to_Move,4,0.6956521739130435,1
Jharkhand,Jamshedpur,Locality_131,Villa,5,4009,160.25,0.04,2023,Furnished,14,24,3,1,8,1,0,1,"Gym, Garden, Playground",East,Owner,Ready_to_Move,3,0.5833333333333334,0
Delhi,Dwarka,Locality_365,Villa,2,4322,498.1,0.12,2012,Furnished,14,18,14,9,8,2,0,0,"Garden, Pool, Gym, Playground",East,Owner,Under_Construction,4,0.7777777777777778,0
Delhi,New Delhi,Locality_157,Independent House,4,3609,240.21,0.07,2016,Unfurnished,4,20,10,2,8,1,0,0,"Clubhouse, Playground, Garden, Pool, Gym",West,Owner,Ready_to_Move,5,0.2,0
Gujarat,Surat,Locality_354,Apartment,1,4709,462.95,0.1,1994,Semi-furnished,19,19,32,6,9,3,0,1,"Gym, Garden, Pool",North,Owner,Under_Construction,3,1.0,0
Maharashtra,Pune,Locality_410,Independent House,5,782,125.75,0.16,1999,Furnished,22,28,27,6,3,3,0,1,Playground,East,Builder,Ready_to_Move,1,0.7857142857142857,0
Chhattisgarh,Raipur,Locality_88,Independent House,1,1791,317.21,0.18,2022,Semi-furnished,8,8,4,4,10,2,0,1,"Garden, Clubhouse, Gym, Pool",East,Owner,Ready_to_Move,4,1.0,0
Tamil Nadu,Coimbatore,Locality_127,Independent House,3,4806,365.68,0.08,1991,Furnished,5,11,35,1,10,3,1,1,"Clubhouse, Garden, Pool, Playground",West,Broker,Ready_to_Move,4,0.45454545454545453,1
Haryana,Faridabad,Locality_219,Independent House,3,4199,173.56,0.04,1991,Unfurnished,1,5,35,7,1,1,1,1,"Garden, Clubhouse",South,Owner,Ready_to_Move,2,0.2,0
Punjab,Ludhiana,Locality_246,Independent House,3,1541,191.41,0.12,2003,Semi-furnished,21,24,23,1,5,1,1,1,"Pool, Garden",North,Owner,Under_Construction,2,0.875,0
West Bengal,Kolkata,Locality_93,Apartment,1,914,156.54,0.17,1996,Unfurnished,17,26,30,6,2,2,1,0,Playground,North,Builder,Under_Construction,1,0.6538461538461539,0
Madhya Pradesh,Indore,Locality_210,Independent House,1,3381,400.39,0.12,2021,Furnished,7,8,5,2,3,3,1,1,Playground,East,Owner,Ready_to_Move,1,0.875,0
Maharashtra,Pune,Locality_373,Apartment,4,4837,297.32,0.06,2014,Furnished,11,22,12,4,1,2,1,0,"Garden, Playground, Clubhouse",South,Owner,Ready_to_Move,3,0.5,1
Delhi,Dwarka,Locality_477,Independent House,2,4182,220.32,0.05,2021,Semi-furnished,11,29,5,2,5,2,0,0,"Clubhouse, Playground",North,Builder,Under_Construction,2,0.3793103448275862,0
Uttarakhand,Haridwar,Locality_183,Apartment,1,3329,38.14,0.01,1991,Furnished,4,4,35,7,4,2,0,0,"Gym, Playground, Pool",East,Builder,Ready_to_Move,3,1.0,1
Telangana,Hyderabad,Locality_73,Villa,2,4661,188.45,0.04,2017,Furnished,28,28,9,8,7,3,1,1,"Gym, Garden, Playground, Pool",South,Broker,Ready_to_Move,4,1.0,1
Assam,Guwahati,Locality_286,Apartment,2,3391,192.46,0.06,1997,Semi-furnished,3,6,29,8,7,3,0,0,"Pool, Gym",South,Owner,Ready_to_Move,2,0.5,0
Kerala,Kochi,Locality_304,Apartment,1,4598,157.21,0.03,2003,Semi-furnished,14,14,23,4,10,3,1,0,"Clubhouse, Pool, Playground, Gym",North,Builder,Under_Construction,4,1.0,1
Telangana,Warangal,Locality_176,Villa,1,2304,105.51,0.05,1998,Unfurnished,17,24,28,8,5,3,1,1,Pool,East,Owner,Under_Construction,1,0.7083333333333334,0
Rajasthan,Jaipur,Locality_308,Independent House,4,619,125.99,0.2,2007,Furnished,12,16,19,4,10,2,1,0,Garden,North,Owner,Under_Construction,1,0.75,0
Chhattisgarh,Raipur,Locality_259,Independent House,1,1087,198.46,0.18,2008,Semi-furnished,15,28,18,9,9,1,0,1,Pool,West,Broker,Ready_to_Move,1,0.5357142857142857,0
Uttar Pradesh,Lucknow,Locality_12,Apartment,4,4686,287.52,0.06,1994,Unfurnished,3,12,32,10,1,3,0,1,Pool,North,Builder,Under_Construction,1,0.25,0
Bihar,Patna,Locality_338,Villa,1,1348,79.9,0.06,1999,Semi-furnished,18,18,27,5,7,2,1,0,"Pool, Gym, Playground, Clubhouse",West,Owner,Ready_to_Move,4,1.0,1
Punjab,Amritsar,Locality_270,Villa,2,4669,273.43,0.06,2001,Unfurnished,22,26,25,8,8,1,0,1,Garden,North,Broker,Under_Construction,1,0.8461538461538461,0
Kerala,Trivandrum,Locality_128,Apartment,2,1941,305.24,0.16,2018,Unfurnished,8,29,8,10,10,2,1,0,"Gym, Garden, Pool, Playground, Clubhouse",West,Builder,Ready_to_Move,5,0.27586206896551724,0
Karnataka,Mysore,Locality_299,Villa,4,1842,456.25,0.25,1997,Semi-furnished,0,30,29,6,9,1,0,0,"Pool, Playground, Garden, Gym, Clubhouse",South,Owner,Ready_to_Move,5,0.0,0
Madhya Pradesh,Indore,Locality_298,Villa,5,1623,310.9,0.19,1997,Furnished,10,14,29,10,9,3,1,1,"Gym, Garden",West,Owner,Ready_to_Move,2,0.7142857142857143,0
West Bengal,Durgapur,Locality_230,Villa,3,2237,363.2,0.16,2000,Semi-furnished,4,11,26,10,4,3,0,1,"Garden, Pool",West,Broker,Under_Construction,2,0.36363636363636365,0
Haryana,Faridabad,Locality_494,Villa,1,1358,316.53,0.23,2012,Semi-furnished,24,29,14,7,9,3,1,0,"Pool, Clubhouse, Garden",North,Builder,Ready_to_Move,3,0.8275862068965517,0
Punjab,Amritsar,Locality_202,Villa,2,2143,108.15,0.05,2007,Semi-furnished,12,25,19,6,2,3,1,1,Clubhouse,North,Builder,Under_Construction,1,0.48,0
West Bengal,Kolkata,Locality_58,Villa,2,895,28.63,0.03,2001,Furnished,1,4,25,1,3,1,1,0,"Pool, Playground, Garden",West,Broker,Under_Construction,3,0.25,0
Andhra Pradesh,Vijayawada,Locality_313,Independent House,4,2134,193.24,0.09,2008,Semi-furnished,1,20,18,5,5,3,1,1,"Clubhouse, Garden, Pool",East,Owner,Ready_to_Move,3,0.05,0
Madhya Pradesh,Bhopal,Locality_481,Independent House,1,1654,489.09,0.3,1996,Unfurnished,10,20,30,5,5,1,0,0,"Gym, Clubhouse",North,Owner,Ready_to_Move,2,0.5,0
Gujarat,Surat,Locality_283,Apartment,2,1327,381.16,0.29,2007,Semi-furnished,2,22,19,4,5,2,1,0,"Garden, Pool, Gym, Clubhouse, Playground",West,Builder,Ready_to_Move,5,0.09090909090909091,0
Uttar Pradesh,Noida,Locality_143,Independent House,3,2868,346.82,0.12,2006,Unfurnished,10,19,20,5,9,3,1,1,"Playground, Garden, Gym, Pool, Clubhouse",East,Builder,Ready_to_Move,5,0.5263157894736842,0
Karnataka,Bangalore,Locality_110,Apartment,1,2193,278.68,0.13,2015,Furnished,2,15,11,5,5,3,0,1,"Pool, Clubhouse, Garden, Gym",East,Owner,Ready_to_Move,4,0.13333333333333333,0
Rajasthan,Jodhpur,Locality_171,Apartment,5,2224,83.45,0.04,2023,Semi-furnished,5,16,3,1,8,1,0,0,"Pool, Garden",East,Owner,Ready_to_Move,2,0.3125,0
Chhattisgarh,Bilaspur,Locality_466,Villa,5,4435,405.2,0.09,2007,Semi-furnished,13,21,19,8,2,2,1,1,Gym,North,Broker,Ready_to_Move,1,0.6190476190476191,0
Karnataka,Bangalore,Locality_106,Apartment,3,3229,212.88,0.07,1999,Unfurnished,21,23,27,3,2,3,0,0,"Garden, Gym",South,Owner,Under_Construction,2,0.9130434782608695,0
Bihar,Patna,Locality_99,Apartment,2,2658,305.93,0.12,2015,Unfurnished,18,26,11,7,9,1,0,0,"Pool, Playground, Garden, Gym",South,Broker,Ready_to_Move,4,0.6923076923076923,0
Odisha,Bhubaneswar,Locality_142,Apartment,3,812,128.34,0.16,2018,Semi-furnished,3,21,8,4,7,3,0,0,"Clubhouse, Garden, Playground",North,Broker,Ready_to_Move,3,0.14285714285714285,0
Rajasthan,Jaipur,Locality_453,Apartment,1,4568,177.97,0.04,2023,Semi-furnished,21,30,3,5,5,3,1,1,"Garden, Gym, Clubhouse, Pool",West,Owner,Under_Construction,4,0.7,1
Maharashtra,Mumbai,Locality_398,Independent House,2,2413,219.69,0.09,1999,Furnished,0,27,27,1,6,3,1,0,"Clubhouse, Playground, Gym, Pool",South,Builder,Ready_to_Move,4,0.0,0
